team,year,squad_size,age,height_cm,weight_kg,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Portugal,2020,23,27.26086956521739,181.08695652173915,75.1304347826087,62.91304347826087,57.60869565217392,58.52173913043478,72.34782608695652,57.65217391304348,70.56521739130434,62.391304347826086,54.26086956521739,66.1304347826087,72.17391304347827,70.30434782608695,68.95652173913044,73.0,80.1304347826087,68.52173913043478,73.56521739130434,71.73913043478261,76.95652173913044,68.0,61.82608695652174,68.6086956521739,59.130434782608695,63.95652173913044,70.17391304347827,57.21739130434783,78.56521739130434,55.869565217391305,58.17391304347826,52.26086956521739,19.608695652173918,18.869565217391305,19.956521739130437,19.43478260869565,20.217391304347824
Puerto Rico,2020,1,27.0,183.0,77.0,65.0,40.0,61.0,68.0,44.0,67.0,55.0,30.0,70.0,68.0,70.0,72.0,64.0,62.0,66.0,57.0,72.0,76.0,74.0,47.0,70.0,67.0,55.0,61.0,38.0,68.0,72.0,71.0,70.0,10.0,14.0,14.0,10.0,9.0
Republic of Ireland,2020,23,27.956521739130437,182.3913043478261,76.91304347826087,57.391304347826086,53.56521739130435,59.869565217391305,63.91304347826087,48.08695652173913,61.391304347826086,51.43478260869565,47.52173913043478,58.30434782608695,63.73913043478261,65.73913043478261,65.3913043478261,65.73913043478261,70.21739130434783,65.6086956521739,64.52173913043478,71.65217391304348,68.26086956521739,69.8695652173913,53.04347826086956,65.82608695652173,53.34782608695652,57.52173913043478,60.17391304347826,54.26086956521739,65.82608695652173,55.08695652173913,53.56521739130435,51.130434782608695,19.043478260869566,19.26086956521739,18.347826086956523,18.565217391304348,18.52173913043478
Romania,2020,23,26.65217391304348,182.17391304347825,75.95652173913044,53.52173913043478,54.130434782608695,55.21739130434783,62.43478260869565,49.78260869565217,58.43478260869565,54.17391304347826,53.47826086956522,58.52173913043478,62.47826086956522,66.91304347826087,63.60869565217392,69.56521739130434,69.04347826086956,63.30434782608695,68.08695652173913,65.17391304347827,67.3913043478261,69.65217391304348,56.52173913043478,59.78260869565217,47.69565217391305,55.52173913043478,62.26086956521739,53.47826086956522,65.34782608695652,43.04347826086956,47.69565217391305,44.78260869565217,18.47826086956522,18.91304347826087,18.782608695652176,19.043478260869566,19.39130434782609
Russia,2020,23,27.82608695652174,184.3913043478261,78.78260869565217,58.34782608695652,54.47826086956522,54.91304347826087,67.95652173913044,49.0,62.78260869565217,55.04347826086956,51.21739130434783,63.43478260869565,65.34782608695652,70.82608695652173,70.91304347826087,65.6086956521739,71.82608695652173,64.17391304347827,64.56521739130434,65.52173913043478,68.95652173913044,69.52173913043478,55.52173913043478,59.82608695652174,56.869565217391305,57.73913043478261,64.21739130434783,53.60869565217392,69.95652173913044,53.21739130434783,55.34782608695652,54.21739130434783,20.608695652173918,18.47826086956522,20.565217391304348,19.043478260869566,20.43478260869565
Rwanda,2020,2,22.0,182.5,78.0,47.0,37.0,64.0,51.0,45.5,45.5,41.5,46.5,47.0,49.5,66.0,60.5,62.0,55.5,62.5,56.0,75.5,60.5,75.0,41.5,69.0,60.0,43.5,47.5,44.5,56.0,61.5,63.0,61.0,7.0,12.0,9.5,7.5,7.5
Saint Kitts and Nevis,2020,4,28.0,186.5,72.75,49.5,43.75,53.75,60.5,41.5,60.0,46.0,42.5,54.25,61.75,67.0,67.75,65.5,58.0,68.25,52.0,64.75,65.5,67.0,48.5,49.0,50.0,48.0,54.25,47.75,55.75,56.5,51.75,49.0,11.25,9.25,10.5,12.5,9.0
Saint Lucia,2020,1,25.0,183.0,75.0,55.0,24.0,62.0,56.0,36.0,52.0,24.0,24.0,44.0,55.0,78.0,78.0,62.0,60.0,61.0,50.0,73.0,67.0,75.0,35.0,70.0,61.0,45.0,45.0,46.0,59.0,61.0,64.0,62.0,13.0,12.0,6.0,16.0,14.0
Saudi Arabia,2020,23,27.52173913043478,176.30434782608697,68.52173913043478,55.04347826086956,49.69565217391305,52.95652173913044,63.130434782608695,45.91304347826087,59.47826086956522,53.0,48.60869565217392,58.73913043478261,63.0,70.08695652173913,68.6086956521739,71.17391304347827,64.3913043478261,70.04347826086956,60.869565217391305,66.8695652173913,69.82608695652173,67.56521739130434,52.21739130434783,59.34782608695652,53.26086956521739,55.43478260869565,58.78260869565217,51.56521739130435,63.08695652173913,53.26086956521739,52.95652173913044,52.56521739130435,16.17391304347826,16.782608695652176,15.347826086956522,16.26086956521739,16.217391304347824
Scotland,2020,23,25.956521739130437,181.69565217391303,77.34782608695652,59.08695652173913,54.56521739130435,53.69565217391305,66.56521739130434,46.34782608695652,63.34782608695652,60.69565217391305,51.21739130434783,62.78260869565217,66.21739130434783,72.21739130434783,71.8695652173913,71.30434782608695,70.04347826086956,69.0,68.56521739130434,69.47826086956522,73.95652173913044,71.95652173913044,58.04347826086956,65.47826086956522,56.21739130434783,56.04347826086956,65.95652173913044,52.65217391304348,69.43478260869566,55.82608695652174,57.04347826086956,52.391304347826086,19.39130434782609,18.347826086956523,18.217391304347824,17.91304347826087,18.130434782608692
Senegal,2020,23,27.39130434782609,183.6086956521739,77.3913043478261,57.73913043478261,59.391304347826086,64.69565217391305,67.6086956521739,53.78260869565217,68.56521739130434,56.47826086956522,50.130434782608695,59.26086956521739,70.3913043478261,71.52173913043478,72.69565217391305,70.82608695652173,74.91304347826087,63.60869565217392,73.04347826086956,71.52173913043478,71.65217391304348,74.91304347826087,59.52173913043478,61.91304347826087,47.95652173913044,64.1304347826087,64.04347826086956,55.43478260869565,72.95652173913044,48.56521739130435,47.78260869565217,45.08695652173913,15.26086956521739,15.130434782608695,15.043478260869565,15.869565217391305,16.565217391304348
Serbia,2020,23,26.869565217391305,186.1304347826087,79.82608695652173,64.26086956521739,58.30434782608695,67.21739130434783,73.73913043478261,58.47826086956522,68.26086956521739,63.78260869565217,61.78260869565217,69.95652173913044,73.0,63.78260869565217,66.0,64.34782608695652,77.1304347826087,62.95652173913044,74.69565217391305,68.34782608695652,73.69565217391305,74.78260869565217,65.6086956521739,70.65217391304348,62.869565217391305,62.04347826086956,67.95652173913044,59.43478260869565,76.26086956521739,62.52173913043478,64.3913043478261,59.391304347826086,13.08695652173913,13.869565217391305,13.08695652173913,13.695652173913045,14.652173913043478
Sierra Leone,2020,10,23.8,180.8,73.0,47.7,54.4,56.7,54.7,51.4,62.2,46.8,38.8,44.5,59.7,77.8,79.3,73.3,57.7,71.0,58.0,72.6,65.7,66.7,51.4,61.2,30.8,58.3,50.7,54.9,56.2,39.1,32.3,32.0,10.2,8.4,10.3,9.2,10.9
Slovakia,2020,23,27.608695652173918,183.56521739130437,76.65217391304348,49.26086956521739,46.52173913043478,53.73913043478261,64.69565217391305,46.0,58.21739130434783,49.52173913043478,44.391304347826086,60.69565217391305,63.43478260869565,63.69565217391305,63.60869565217392,64.52173913043478,70.21739130434783,64.34782608695652,65.65217391304348,68.0,67.17391304347827,69.04347826086956,51.04347826086956,61.43478260869565,54.08695652173913,49.78260869565217,58.91304347826087,49.43478260869565,69.0,56.56521739130435,56.21739130434783,53.56521739130435,21.782608695652176,20.65217391304348,21.782608695652176,21.39130434782609,22.39130434782609
Slovenia,2020,23,26.47826086956522,184.95652173913044,78.8695652173913,51.34782608695652,46.08695652173913,54.26086956521739,62.69565217391305,45.52173913043478,56.56521739130435,50.30434782608695,47.391304347826086,59.69565217391305,61.26086956521739,65.04347826086956,64.21739130434783,62.391304347826086,65.82608695652173,59.30434782608695,62.08695652173913,64.47826086956522,65.73913043478261,71.47826086956522,50.21739130434783,57.21739130434783,50.47826086956522,51.78260869565217,57.130434782608695,49.21739130434783,61.95652173913044,50.95652173913044,49.78260869565217,48.73913043478261,19.608695652173918,19.17391304347826,18.869565217391305,19.347826086956523,18.39130434782609
South Africa,2020,23,27.956521739130437,179.1304347826087,74.56521739130434,51.869565217391305,46.73913043478261,50.95652173913044,61.43478260869565,44.69565217391305,59.91304347826087,46.30434782608695,43.47826086956522,57.391304347826086,60.95652173913044,66.82608695652173,67.26086956521739,58.69565217391305,64.0,66.08695652173913,57.73913043478261,66.73913043478261,65.52173913043478,63.04347826086956,47.130434782608695,53.60869565217392,48.60869565217392,50.82608695652174,54.91304347826087,47.69565217391305,63.95652173913044,55.60869565217392,53.65217391304348,49.78260869565217,18.52173913043478,19.695652173913043,18.695652173913043,17.869565217391305,18.91304347826087
South Korea,2020,23,28.43478260869565,182.17391304347825,75.0,54.82608695652174,52.04347826086956,57.56521739130435,64.8695652173913,50.391304347826086,60.0,57.56521739130435,53.56521739130435,59.47826086956522,63.73913043478261,70.17391304347827,69.0,68.0,71.34782608695652,68.52173913043478,64.1304347826087,65.26086956521739,68.08695652173913,66.43478260869566,56.95652173913044,60.56521739130435,51.130434782608695,59.65217391304348,67.26086956521739,52.82608695652174,67.78260869565217,47.130434782608695,48.47826086956522,43.47826086956522,18.217391304347824,18.26086956521739,18.26086956521739,18.130434782608692,18.956521739130437
South Sudan,2020,1,26.0,201.0,85.0,34.0,59.0,50.0,45.0,43.0,58.0,58.0,28.0,27.0,58.0,73.0,78.0,61.0,45.0,56.0,60.0,73.0,40.0,74.0,54.0,30.0,23.0,59.0,57.0,50.0,46.0,22.0,20.0,15.0,9.0,6.0,7.0,10.0,9.0
Spain,2020,23,26.73913043478261,180.95652173913044,75.04347826086956,68.04347826086956,59.91304347826087,61.56521739130435,77.78260869565217,55.65217391304348,70.3913043478261,69.56521739130434,57.82608695652174,73.3913043478261,75.47826086956522,70.91304347826087,70.78260869565217,73.21739130434783,81.91304347826087,69.73913043478261,71.8695652173913,69.17391304347827,74.52173913043478,68.04347826086956,62.34782608695652,66.04347826086956,63.69565217391305,67.69565217391305,75.91304347826087,57.21739130434783,79.04347826086956,61.95652173913044,61.56521739130435,59.30434782608695,20.565217391304348,20.695652173913043,19.608695652173918,19.39130434782609,20.130434782608692
Sudan,2020,4,22.5,177.5,71.0,49.25,58.5,48.0,53.5,48.75,60.0,49.75,44.5,40.75,58.25,76.75,76.25,74.5,50.75,72.25,59.25,65.25,64.75,62.5,55.25,36.0,22.0,59.25,50.75,51.5,56.5,30.25,23.5,25.25,8.5,9.5,8.75,10.25,9.0
Suriname,2020,2,31.0,181.5,80.5,60.5,41.5,61.0,66.5,42.5,65.5,54.5,47.5,61.5,66.0,63.0,67.0,60.0,65.5,58.5,69.5,76.5,77.5,79.0,63.0,75.0,62.0,54.5,56.0,43.0,56.0,62.5,65.5,66.0,11.5,9.5,9.5,12.5,11.5
Sweden,2020,23,27.82608695652174,184.95652173913044,77.30434782608695,53.73913043478261,51.65217391304348,52.52173913043478,66.08695652173913,52.34782608695652,61.60869565217392,56.21739130434783,49.47826086956522,60.26086956521739,65.0,62.04347826086956,63.17391304347826,65.26086956521739,71.95652173913044,60.95652173913044,67.73913043478261,64.73913043478261,70.1304347826087,70.34782608695652,55.391304347826086,64.34782608695652,52.65217391304348,55.78260869565217,63.56521739130435,50.47826086956522,68.04347826086956,50.60869565217392,52.08695652173913,49.30434782608695,18.17391304347826,17.391304347826086,18.956521739130437,19.52173913043478,18.47826086956522
Switzerland,2020,23,25.869565217391305,184.30434782608697,80.26086956521739,60.78260869565217,53.34782608695652,60.26086956521739,69.21739130434783,50.69565217391305,64.0,57.43478260869565,50.56521739130435,64.78260869565217,68.08695652173913,66.52173913043478,69.17391304347827,65.52173913043478,74.47826086956522,63.78260869565217,70.56521739130434,70.17391304347827,71.3913043478261,75.56521739130434,56.21739130434783,66.17391304347827,58.34782608695652,60.26086956521739,66.30434782608695,52.30434782608695,71.43478260869566,57.21739130434783,58.869565217391305,55.869565217391305,20.65217391304348,19.43478260869565,18.52173913043478,19.39130434782609,20.43478260869565
Syria,2020,4,25.25,185.0,78.75,59.5,61.0,56.75,67.0,59.25,68.25,63.5,63.25,59.25,70.5,70.0,66.75,71.0,65.25,64.5,71.0,60.75,69.25,68.0,65.5,61.75,42.5,65.25,65.75,58.75,65.75,49.0,39.5,31.75,10.25,9.0,11.25,10.0,11.75
São Tomé and Príncipe,2020,1,32.0,176.0,70.0,64.0,68.0,67.0,62.0,69.0,65.0,62.0,71.0,57.0,65.0,70.0,69.0,69.0,72.0,74.0,81.0,62.0,68.0,74.0,69.0,72.0,34.0,69.0,61.0,66.0,66.0,30.0,30.0,27.0,8.0,9.0,12.0,13.0,11.0
Taiwan,2020,1,25.0,180.0,72.0,49.0,56.0,64.0,65.0,52.0,60.0,54.0,50.0,64.0,64.0,64.0,65.0,66.0,66.0,71.0,65.0,71.0,76.0,72.0,63.0,65.0,64.0,61.0,65.0,66.0,59.0,56.0,65.0,57.0,12.0,8.0,8.0,13.0,14.0
Tanzania,2020,4,24.5,179.0,72.0,51.5,58.0,58.25,59.5,53.75,60.5,50.0,44.0,46.5,58.25,77.25,78.75,68.75,57.75,76.5,67.25,68.25,62.75,63.5,50.5,50.75,27.25,61.25,52.0,57.0,58.0,31.25,33.0,28.5,11.0,13.0,9.0,10.25,9.75
Thailand,2020,4,25.0,170.75,62.0,50.75,53.5,49.25,63.75,41.5,64.5,53.25,53.25,55.0,66.25,72.5,71.75,73.0,63.5,68.0,57.75,57.25,75.0,53.0,52.25,54.5,42.0,60.5,54.75,57.5,52.5,42.5,40.75,35.0,9.75,10.5,11.5,8.5,7.25
Togo,2020,13,26.615384615384617,181.3846153846154,75.15384615384616,55.76923076923077,50.76923076923077,61.23076923076923,64.6923076923077,49.46153846153846,62.15384615384615,54.53846153846154,49.0,56.84615384615385,65.92307692307692,71.46153846153847,71.6923076923077,68.46153846153847,65.84615384615384,65.3076923076923,62.15384615384615,68.92307692307692,63.15384615384615,70.92307692307692,52.23076923076923,60.76923076923077,46.23076923076923,55.38461538461539,56.53846153846154,56.0,61.15384615384615,49.15384615384615,48.53846153846154,45.92307692307692,11.153846153846152,10.153846153846152,10.692307692307692,11.307692307692308,10.846153846153848
Trinidad and Tobago,2020,6,28.83333333333333,180.33333333333331,78.5,51.5,38.5,52.66666666666666,57.833333333333336,35.833333333333336,54.16666666666666,44.333333333333336,40.833333333333336,51.66666666666666,57.0,60.66666666666666,59.833333333333336,60.333333333333336,62.5,60.333333333333336,59.16666666666666,66.33333333333333,62.66666666666666,70.5,42.0,59.0,49.5,47.66666666666666,54.66666666666666,41.333333333333336,61.833333333333336,50.66666666666666,55.66666666666666,52.66666666666666,15.5,19.0,19.33333333333333,15.666666666666666,17.166666666666668
Tunisia,2020,23,27.26086956521739,182.91304347826087,77.08695652173913,59.91304347826087,55.78260869565217,58.65217391304348,66.04347826086956,52.82608695652174,64.82608695652173,54.43478260869565,52.43478260869565,60.869565217391305,66.56521739130434,66.91304347826087,68.73913043478261,66.47826086956522,66.82608695652173,63.869565217391305,68.82608695652173,65.0,68.52173913043478,68.52173913043478,60.34782608695652,61.17391304347826,50.34782608695652,57.869565217391305,61.04347826086956,57.65217391304348,66.56521739130434,48.60869565217392,51.69565217391305,49.0,13.217391304347826,13.0,12.565217391304348,13.652173913043478,13.652173913043478
Turkey,2020,23,26.30434782608696,182.82608695652172,77.17391304347827,59.391304347826086,52.82608695652174,56.08695652173913,68.3913043478261,53.60869565217392,64.95652173913044,63.0,54.34782608695652,64.78260869565217,66.95652173913044,68.26086956521739,66.3913043478261,68.6086956521739,72.17391304347827,67.47826086956522,72.0,67.82608695652173,68.43478260869566,68.78260869565217,59.60869565217392,65.21739130434783,57.08695652173913,57.30434782608695,63.69565217391305,56.82608695652174,69.52173913043478,53.60869565217392,55.52173913043478,51.91304347826087,18.608695652173918,19.47826086956522,19.130434782608692,19.82608695652174,18.782608695652176
Uganda,2020,3,25.33333333333333,176.0,72.0,52.66666666666666,55.66666666666666,48.333333333333336,65.0,45.66666666666666,64.66666666666667,51.333333333333336,40.333333333333336,62.0,65.33333333333333,68.33333333333333,69.33333333333333,72.0,66.33333333333333,74.33333333333333,61.66666666666666,64.66666666666667,81.33333333333333,66.33333333333333,57.333333333333336,57.66666666666666,63.66666666666666,55.333333333333336,54.66666666666666,47.66666666666666,56.66666666666666,60.66666666666666,60.66666666666666,56.66666666666666,9.666666666666666,9.333333333333334,8.0,14.0,9.333333333333334
Ukraine,2020,23,27.52173913043478,182.7826086956522,76.17391304347827,55.0,54.30434782608695,53.78260869565217,68.6086956521739,48.78260869565217,60.91304347826087,52.65217391304348,50.60869565217392,62.130434782608695,65.26086956521739,67.34782608695652,66.34782608695652,65.78260869565217,75.04347826086956,63.21739130434783,66.65217391304348,65.56521739130434,68.95652173913044,68.73913043478261,59.08695652173913,61.43478260869565,57.73913043478261,56.69565217391305,67.1304347826087,51.65217391304348,70.65217391304348,54.78260869565217,53.82608695652174,49.52173913043478,19.0,17.91304347826087,19.52173913043478,19.347826086956523,19.869565217391305
United Arab Emirates,2020,22,25.13636363636364,176.5,68.63636363636364,44.36363636363637,37.22727272727273,47.90909090909091,53.0,37.22727272727273,49.22727272727273,42.40909090909091,34.63636363636363,48.0,52.22727272727273,64.81818181818181,65.4090909090909,61.81818181818182,59.54545454545455,68.31818181818181,49.5,62.77272727272727,60.77272727272727,57.59090909090909,35.59090909090909,53.45454545454545,45.68181818181818,43.31818181818182,50.86363636363637,37.31818181818182,53.86363636363637,45.13636363636363,48.63636363636363,46.31818181818182,17.545454545454547,18.227272727272727,16.454545454545453,17.772727272727273,18.227272727272727
United States,2020,23,24.91304347826087,182.8695652173913,78.26086956521739,49.47826086956522,50.04347826086956,57.60869565217392,66.91304347826087,49.0,61.73913043478261,52.26086956521739,42.47826086956522,59.391304347826086,64.17391304347827,69.3913043478261,71.65217391304348,69.04347826086956,71.08695652173913,64.95652173913044,64.56521739130434,71.73913043478261,71.34782608695652,71.34782608695652,49.26086956521739,65.69565217391305,50.69565217391305,54.869565217391305,60.869565217391305,51.69565217391305,66.52173913043478,52.30434782608695,52.869565217391305,49.43478260869565,18.608695652173918,18.17391304347826,19.0,18.43478260869565,19.956521739130437
Uruguay,2020,23,31.0,180.34782608695653,76.3913043478261,56.52173913043478,53.391304347826086,59.56521739130435,66.6086956521739,54.30434782608695,62.65217391304348,57.869565217391305,54.69565217391305,61.60869565217392,66.34782608695652,72.0,72.17391304347827,68.26086956521739,79.08695652173913,65.91304347826087,66.47826086956522,66.91304347826087,70.43478260869566,70.26086956521739,57.82608695652174,64.26086956521739,55.56521739130435,56.0,66.04347826086956,59.52173913043478,72.1304347826087,54.17391304347826,53.69565217391305,52.26086956521739,25.956521739130437,25.73913043478261,25.347826086956523,26.52173913043478,23.347826086956523
Uzbekistan,2020,3,28.666666666666668,179.0,70.66666666666667,57.0,60.66666666666666,54.66666666666666,70.33333333333333,30.33333333333333,64.33333333333333,58.0,58.0,67.33333333333333,68.33333333333333,69.0,65.66666666666667,63.0,63.0,72.66666666666667,71.0,66.33333333333333,72.33333333333333,65.66666666666667,57.66666666666666,68.66666666666667,64.33333333333333,63.0,67.0,48.333333333333336,59.66666666666666,55.66666666666666,64.0,60.0,13.333333333333334,13.666666666666666,12.0,10.333333333333334,13.333333333333334
Venezuela,2020,23,25.73913043478261,180.6086956521739,76.30434782608695,53.56521739130435,48.391304347826086,55.65217391304348,60.869565217391305,45.60869565217392,58.21739130434783,53.30434782608695,46.91304347826087,54.43478260869565,61.65217391304348,65.0,65.82608695652173,66.52173913043478,66.95652173913044,64.8695652173913,65.82608695652173,71.6086956521739,64.91304347826087,68.04347826086956,53.17391304347826,60.21739130434783,48.91304347826087,53.65217391304348,57.34782608695652,52.869565217391305,63.30434782608695,49.26086956521739,49.52173913043478,46.08695652173913,17.565217391304348,17.91304347826087,17.217391304347824,18.82608695652174,17.91304347826087
Vietnam,2020,1,24.0,168.0,65.0,33.0,56.0,55.0,55.0,58.0,63.0,63.0,31.0,45.0,60.0,71.0,73.0,74.0,56.0,87.0,67.0,67.0,64.0,61.0,53.0,27.0,13.0,64.0,56.0,59.0,58.0,13.0,16.0,17.0,10.0,9.0,11.0,13.0,13.0
Wales,2020,23,25.0,181.1304347826087,75.08695652173913,55.130434782608695,48.26086956521739,53.52173913043478,64.08695652173913,43.130434782608695,60.26086956521739,51.91304347826087,43.43478260869565,60.47826086956522,63.91304347826087,66.6086956521739,66.0,65.91304347826087,69.08695652173913,67.78260869565217,60.08695652173913,65.43478260869566,67.95652173913044,64.91304347826087,47.82608695652174,58.43478260869565,49.52173913043478,53.52173913043478,62.34782608695652,49.60869565217392,65.30434782608695,51.04347826086956,51.65217391304348,49.60869565217392,18.565217391304348,18.43478260869565,18.130434782608692,18.956521739130437,17.565217391304348
Zambia,2020,11,23.454545454545453,178.45454545454547,73.72727272727273,52.09090909090909,62.18181818181818,54.36363636363637,59.09090909090909,59.18181818181818,63.36363636363637,51.54545454545455,48.63636363636363,46.54545454545455,64.0909090909091,76.45454545454545,75.72727272727273,70.54545454545455,60.81818181818182,72.0909090909091,64.45454545454545,70.9090909090909,65.81818181818181,61.72727272727273,60.0,47.18181818181818,29.09090909090909,60.0,55.45454545454545,58.0,58.18181818181818,33.54545454545455,34.18181818181818,32.90909090909091,11.272727272727272,8.909090909090908,9.272727272727272,10.181818181818182,10.454545454545457
Zimbabwe,2020,12,26.0,180.58333333333331,74.66666666666667,49.833333333333336,51.41666666666666,59.66666666666666,59.75,50.083333333333336,61.083333333333336,48.16666666666666,39.91666666666666,53.25,60.16666666666666,76.25,76.25,70.75,58.91666666666666,69.58333333333333,61.833333333333336,68.5,71.08333333333333,69.66666666666667,50.66666666666666,67.41666666666667,49.833333333333336,53.91666666666666,54.91666666666666,53.16666666666666,59.16666666666666,49.75,53.91666666666666,52.0,11.666666666666666,9.583333333333334,10.0,11.166666666666666,9.666666666666666
Afghanistan,2021,2,25.0,172.5,65.0,63.5,57.5,40.5,61.0,52.5,67.0,53.0,50.0,45.5,65.5,81.5,80.0,86.0,56.0,76.5,56.0,59.5,68.0,42.5,43.5,46.5,39.0,53.5,55.5,54.0,55.0,49.5,48.0,49.0,13.0,6.5,8.5,11.0,10.5
Albania,2021,23,26.39130434782609,183.0434782608696,77.26086956521739,49.91304347826087,46.04347826086956,58.56521739130435,62.08695652173913,42.91304347826087,55.0,45.26086956521739,43.78260869565217,55.69565217391305,61.47826086956522,62.04347826086956,62.0,61.47826086956522,67.95652173913044,62.73913043478261,61.04347826086956,68.65217391304348,68.69565217391305,70.95652173913044,49.130434782608695,67.52173913043478,56.26086956521739,51.17391304347826,55.65217391304348,50.56521739130435,64.56521739130434,57.21739130434783,56.869565217391305,53.47826086956522,16.391304347826086,15.695652173913045,16.08695652173913,16.73913043478261,17.0
Algeria,2021,23,27.130434782608692,180.2173913043478,74.34782608695652,69.1304347826087,63.73913043478261,58.08695652173913,73.30434782608695,60.65217391304348,75.26086956521739,67.47826086956522,62.21739130434783,67.73913043478261,74.95652173913044,71.6086956521739,72.0,73.1304347826087,72.56521739130434,70.47826086956522,72.34782608695652,66.56521739130434,70.56521739130434,67.73913043478261,64.69565217391305,67.82608695652173,50.130434782608695,68.82608695652173,71.0,64.95652173913044,72.47826086956522,49.65217391304348,50.30434782608695,44.60869565217392,14.0,13.0,12.91304347826087,13.652173913043478,14.652173913043478
Andorra,2021,1,30.0,184.0,79.0,53.0,28.0,68.0,54.0,41.0,52.0,37.0,29.0,58.0,56.0,53.0,68.0,44.0,59.0,53.0,58.0,75.0,63.0,76.0,32.0,69.0,57.0,38.0,48.0,34.0,56.0,55.0,59.0,64.0,9.0,7.0,12.0,8.0,6.0
Angola,2021,16,25.625,179.9375,74.625,54.375,52.875,55.0625,62.375,55.0625,65.3125,55.625,45.3125,54.0,64.9375,73.625,74.9375,70.0625,66.9375,66.9375,65.1875,68.625,64.8125,67.25,55.0,57.0625,40.4375,59.0,56.9375,55.6875,64.375,44.4375,41.75,40.0625,15.25,13.25,13.6875,13.375,13.5
Antigua and Barbuda,2021,4,24.25,179.0,72.75,57.0,43.5,54.75,53.75,32.0,56.75,45.25,34.75,47.25,55.0,76.25,76.5,66.75,57.25,64.5,47.25,74.25,71.25,70.0,43.25,55.75,52.5,53.5,52.25,39.5,54.75,50.75,53.5,51.25,9.75,10.0,10.25,13.0,10.0
Argentina,2021,23,26.608695652173918,180.17391304347825,76.04347826086956,63.04347826086956,61.130434782608695,63.21739130434783,72.08695652173913,58.0,68.91304347826087,63.47826086956522,53.30434782608695,65.82608695652173,72.21739130434783,71.08695652173913,69.1304347826087,70.6086956521739,78.82608695652173,70.91304347826087,73.6086956521739,71.08695652173913,71.3913043478261,71.78260869565217,63.0,69.73913043478261,56.130434782608695,65.69565217391305,69.52173913043478,57.65217391304348,74.6086956521739,55.17391304347826,56.60869565217392,53.56521739130435,18.52173913043478,19.130434782608692,18.82608695652174,20.47826086956522,20.65217391304348
Armenia,2021,4,28.0,180.0,77.25,56.75,61.75,63.0,69.0,57.0,71.5,57.25,41.75,59.75,71.25,70.75,71.75,72.0,66.75,71.75,67.25,70.0,71.75,65.75,59.25,63.0,41.0,64.25,63.75,63.25,66.75,48.0,40.0,42.25,9.75,10.5,9.75,9.0,7.5
Aruba,2021,1,31.0,175.0,63.0,67.0,60.0,53.0,63.0,62.0,69.0,64.0,45.0,52.0,68.0,85.0,87.0,88.0,65.0,72.0,63.0,62.0,55.0,36.0,61.0,59.0,26.0,63.0,62.0,62.0,67.0,27.0,27.0,30.0,6.0,12.0,16.0,14.0,12.0
Australia,2021,23,27.17391304347826,182.30434782608697,75.52173913043478,54.95652173913044,53.869565217391305,52.56521739130435,62.47826086956522,47.43478260869565,58.52173913043478,56.26086956521739,43.34782608695652,57.04347826086956,61.47826086956522,68.08695652173913,66.47826086956522,69.73913043478261,66.3913043478261,65.56521739130434,62.95652173913044,68.52173913043478,68.73913043478261,68.30434782608695,53.391304347826086,61.869565217391305,51.82608695652174,56.43478260869565,60.08695652173913,51.91304347826087,65.26086956521739,49.34782608695652,50.17391304347826,47.21739130434783,20.043478260869566,19.39130434782609,19.17391304347826,18.73913043478261,19.217391304347824
Austria,2021,23,27.26086956521739,184.3913043478261,79.21739130434783,59.17391304347826,53.47826086956522,60.78260869565217,67.26086956521739,52.65217391304348,61.82608695652174,54.73913043478261,52.65217391304348,63.130434782608695,65.43478260869566,64.91304347826087,66.30434782608695,64.6086956521739,74.21739130434783,65.17391304347827,67.95652173913044,65.3913043478261,69.1304347826087,71.34782608695652,57.43478260869565,64.56521739130434,55.73913043478261,58.30434782608695,63.21739130434783,52.52173913043478,67.0,59.17391304347826,56.869565217391305,55.21739130434783,19.26086956521739,18.608695652173918,17.695652173913043,19.08695652173913,19.47826086956522
Azerbaijan,2021,6,25.0,181.83333333333331,71.83333333333333,57.16666666666666,46.0,48.833333333333336,56.5,45.16666666666666,61.66666666666666,50.5,42.833333333333336,49.833333333333336,57.66666666666666,67.0,65.83333333333333,70.0,57.0,66.83333333333333,60.0,63.66666666666666,57.16666666666666,60.0,48.833333333333336,55.833333333333336,41.5,53.0,52.833333333333336,55.16666666666666,52.66666666666666,44.0,50.5,48.66666666666666,10.333333333333334,9.666666666666666,9.333333333333334,8.666666666666666,12.166666666666666
Barbados,2021,1,26.0,179.0,76.0,56.0,62.0,52.0,55.0,50.0,60.0,54.0,60.0,37.0,59.0,72.0,74.0,61.0,58.0,75.0,62.0,48.0,68.0,61.0,56.0,44.0,19.0,63.0,47.0,62.0,58.0,14.0,22.0,25.0,10.0,12.0,7.0,10.0,9.0
